id,activity
1341,2015-09-17 16:25:49.032857+00
1292,2015-08-27 19:34:30.676793+00
1389,2015-08-19 21:51:21.731717+00
1299,2015-08-14 18:28:00.283076+00
1388,2015-08-19 15:59:40.089361+00
1291,2015-09-14 12:01:31.803217+00
1359,2015-08-21 09:10:16.036348+00
1409,2015-08-20 19:39:52.746312+00
1348,2015-09-06 15:01:31.775951+00
1406,2015-08-25 15:12:50.681477+00
1343,2015-09-14 16:38:26.133181+00
1402,2015-09-14 16:38:41.258808+00
1283,2015-08-26 12:12:27.156789+00
1332,2015-08-26 13:11:36.784545+00
1302,2015-09-03 08:01:46.235363+00
1314,2015-09-02 11:54:55.390917+00
1320,2015-08-21 14:12:04.790765+00
1417,2015-09-02 15:15:22.660456+00
1369,2015-09-04 13:32:53.833477+00
1366,2015-09-11 13:09:24.365695+00
1293,2015-08-27 08:16:53.42753+00
1479,2015-08-28 13:17:52.130813+00
1439,2015-09-08 18:14:07.768307+00
1434,2015-08-26 13:10:43.962684+00
1486,2015-08-28 18:26:54.435407+00
1483,2015-08-25 14:12:37.028109+00
1453,2015-09-03 16:03:37.332642+00
1413,2015-08-24 15:22:13.488128+00
1460,2015-08-22 18:29:30.181764+00
1505,2015-09-08 15:40:56.952496+00
1455,2015-09-02 14:35:27.947561+00
1432,2015-08-20 16:26:37.165855+00
1514,2015-09-17 16:26:09.208526+00
1446,2015-09-08 13:59:16.547834+00
1461,2015-08-23 19:17:55.018588+00
1435,2015-08-20 17:11:03.402555+00
1436,2015-08-20 17:13:47.460714+00
1462,2015-08-23 19:18:51.499949+00
1492,2015-09-16 11:53:45.989501+00
1447,2015-08-21 14:20:28.005418+00
1441,2015-08-20 22:00:47.395155+00
1443,2015-09-01 14:20:34.833134+00
1474,2015-09-02 14:29:57.675777+00
1444,2015-08-21 08:56:44.806459+00
1452,2015-09-01 14:18:25.586236+00
1539,2015-08-30 13:11:29.404708+00
1445,2015-09-01 14:18:29.915003+00
1310,2015-08-21 09:25:40.965785+00
1449,2015-08-21 09:29:50.059658+00
1503,2015-09-15 13:30:40.050889+00
1484,2015-09-06 11:21:55.191418+00
1448,2015-08-21 09:25:35.543616+00
1421,2015-09-08 16:48:49.221456+00
1440,2015-09-03 08:08:45.674165+00
1419,2015-09-04 15:00:36.864087+00
1478,2015-08-24 16:54:23.459033+00
1558,2015-09-11 14:38:48.410408+00
1518,2015-09-16 06:18:55.545064+00
1537,2015-09-16 06:13:26.342494+00
1475,2015-09-03 13:47:09.479238+00
1544,2015-09-14 21:33:21.661552+00
1456,2015-08-21 14:32:01.085654+00
1459,2015-09-08 18:14:56.428336+00
1506,2015-08-31 17:39:48.830539+00
1468,2015-08-24 12:52:57.187489+00
1534,2015-08-31 17:58:35.171995+00
1490,2015-08-26 13:18:05.556036+00
1520,2015-08-27 19:14:37.814253+00
1469,2015-08-24 12:54:48.047614+00
1551,2015-09-10 21:06:56.588202+00
1493,2015-09-03 07:59:58.862118+00
1470,2015-08-31 18:32:33.994026+00
1570,2015-09-14 10:13:46.328983+00
1516,2015-09-17 16:26:32.381564+00
1450,2015-09-03 06:32:41.820415+00
1485,2015-08-25 19:45:02.05649+00
1521,2015-08-27 19:20:52.316721+00
1522,2015-08-27 19:22:22.414875+00
1540,2015-08-30 13:14:39.56474+00
1429,2015-09-14 16:43:50.368055+00
1553,2015-09-20 15:47:29.835637+00
1463,2015-08-28 10:39:05.777436+00
1538,2015-08-30 13:16:31.64643+00
1550,2015-08-30 23:43:36.779183+00
1564,2015-09-14 20:32:41.953915+00
1422,2015-08-21 15:12:44.028638+00
1457,2015-08-21 18:05:31.497049+00
1476,2015-09-02 13:29:46.125689+00
1524,2015-08-27 19:29:06.972198+00
1467,2015-09-17 12:44:10.550421+00
1473,2015-08-24 14:12:20.246631+00
1500,2015-09-04 20:31:08.229894+00
1471,2015-09-02 15:39:16.119974+00
1561,2015-09-14 10:34:40.533881+00
1510,2015-08-27 15:13:32.922922+00
1563,2015-09-14 10:18:14.763165+00
1350,2015-09-08 04:57:09.89308+00
1412,2015-08-31 15:20:35.582315+00
1532,2015-08-28 13:17:06.93561+00
1416,2015-09-08 15:08:45.344207+00
1517,2015-09-16 06:18:48.661306+00
1426,2015-08-26 15:08:58.133445+00
1504,2015-08-27 11:18:09.783819+00
1511,2015-09-03 16:06:14.159915+00
1438,2015-09-16 06:14:00.402294+00
1477,2015-09-11 13:08:56.232623+00
1458,2015-09-08 10:14:27.069513+00
1525,2015-08-27 19:39:46.228122+00
1533,2015-09-02 16:38:54.981577+00
1526,2015-08-27 19:39:50.600684+00
1428,2015-08-24 12:50:30.289731+00
1466,2015-09-17 12:42:33.544999+00
1482,2015-08-25 13:28:53.170904+00
1536,2015-08-28 15:33:30.617487+00
1454,2015-09-01 14:27:08.35359+00
1527,2015-08-27 19:44:23.130502+00
1498,2015-08-27 13:12:29.860058+00
1543,2015-08-30 19:59:04.357861+00
1515,2015-08-27 16:06:05.375694+00
1556,2015-09-02 17:38:45.36844+00
1464,2015-08-27 11:55:21.040144+00
1433,2015-08-27 13:36:13.630666+00
1487,2015-09-14 12:33:14.157429+00
1552,2015-08-31 00:26:05.546492+00
1442,2015-08-28 15:33:54.743116+00
1497,2015-09-02 12:13:57.290163+00
1545,2015-08-30 21:12:15.655457+00
1494,2015-08-27 08:13:14.321118+00
1451,2015-09-03 04:40:31.681869+00
1496,2015-09-02 12:01:51.959486+00
1379,2015-09-14 16:42:39.517583+00
1531,2015-08-28 08:54:14.517362+00
1431,2015-09-02 15:19:56.471525+00
1513,2015-09-02 15:15:49.463888+00
1437,2015-09-14 12:34:20.879991+00
1289,2015-08-27 08:16:38.157911+00
1529,2015-09-16 13:05:57.387986+00
1407,2015-08-31 12:42:04.39853+00
1427,2015-09-09 11:04:55.115941+00
1309,2015-08-31 18:27:43.841063+00
1554,2015-09-01 09:27:19.150334+00
1495,2015-08-28 18:30:36.754981+00
1491,2015-08-31 13:26:29.672014+00
1519,2015-09-03 08:09:36.918906+00
1502,2015-08-31 20:30:07.664483+00
1542,2015-08-31 18:28:22.67183+00
1489,2015-09-03 08:08:09.04281+00
1465,2015-08-26 10:36:58.83632+00
1501,2015-08-31 20:20:10.038773+00
1425,2015-09-08 15:06:46.931863+00
1488,2015-08-29 09:45:17.241477+00
1481,2015-09-13 10:55:58.109583+00
1306,2015-08-28 09:41:42.452752+00
1555,2015-08-31 01:20:00.408002+00
1557,2015-08-31 03:12:10.86314+00
1541,2015-09-12 04:06:24.228975+00
1559,2015-08-31 04:39:48.851254+00
1562,2015-09-08 18:30:15.830859+00
1530,2015-09-16 06:17:01.362507+00
1560,2015-08-31 08:01:51.344533+00
1535,2015-09-14 07:34:47.403862+00
1547,2015-09-04 18:14:24.948535+00
1423,2015-09-08 15:09:00.458315+00
1568,2015-09-17 12:26:50.402515+00
1480,2015-09-14 22:15:23.421831+00
1571,2015-09-16 13:59:50.394882+00
1640,2015-09-02 18:14:27.981557+00
1576,2015-08-31 11:42:42.674729+00
1619,2015-09-16 16:45:52.290566+00
1579,2015-08-31 13:15:42.231043+00
1581,2015-08-31 13:33:57.200627+00
1655,2015-09-02 16:16:57.369579+00
1644,2015-08-31 18:33:28.424435+00
1639,2015-09-11 20:37:21.635535+00
1590,2015-08-31 14:35:15.854446+00
1673,2015-09-10 20:18:07.938923+00
1593,2015-09-11 13:28:43.013846+00
1594,2015-08-31 14:54:15.210379+00
1595,2015-09-05 18:49:06.774971+00
1633,2015-09-08 19:36:58.271547+00
1597,2015-08-31 14:55:18.421158+00
1689,2015-09-02 12:59:16.543019+00
1607,2015-09-02 15:15:11.664528+00
1626,2015-09-17 12:22:53.38587+00
1609,2015-09-14 10:15:19.98065+00
1600,2015-08-31 15:04:07.058926+00
1601,2015-08-31 15:04:12.625463+00
1646,2015-09-02 18:14:48.417622+00
1698,2015-09-13 22:56:56.659578+00
1653,2015-09-16 16:39:41.173904+00
1652,2015-08-31 18:35:58.353524+00
1696,2015-09-13 18:26:14.617725+00
1726,2015-09-11 14:43:57.25937+00
1702,2015-09-04 16:36:41.68743+00
1723,2015-09-03 17:20:47.686946+00
1420,2015-09-08 15:06:00.722109+00
1679,2015-09-01 02:06:09.937251+00
1686,2015-09-03 11:41:51.42162+00
1733,2015-09-24 13:17:48.516621+00
1567,2015-09-14 10:19:00.469148+00
1615,2015-09-15 15:25:29.214444+00
1611,2015-08-31 15:33:11.339484+00
1692,2015-09-09 11:45:49.992774+00
1586,2015-08-31 15:33:28.701907+00
1612,2015-08-31 15:33:37.666528+00
1596,2015-09-04 17:48:20.362444+00
1648,2015-09-09 16:29:53.245997+00
1618,2015-08-31 16:17:23.994865+00
1631,2015-08-31 19:06:45.92142+00
1620,2015-08-31 16:18:21.433007+00
1719,2015-09-17 02:18:32.172503+00
1621,2015-09-04 17:05:11.78673+00
1573,2015-09-07 10:20:11.925125+00
1588,2015-09-04 11:23:39.782083+00
1623,2015-08-31 16:30:52.049976+00
1625,2015-08-31 16:32:02.389736+00
1622,2015-08-31 16:32:12.054239+00
1641,2015-09-08 18:14:03.15344+00
1659,2015-09-03 17:46:49.510649+00
1628,2015-08-31 16:50:26.553075+00
1606,2015-08-31 15:12:36.952817+00
1721,2015-09-08 16:15:22.497108+00
1632,2015-08-31 17:42:20.870564+00
1676,2015-09-14 21:23:37.640187+00
1636,2015-08-31 17:47:04.219521+00
1715,2015-09-16 14:45:47.413242+00
1711,2015-09-17 15:18:57.822663+00
1499,2015-08-31 18:08:12.008394+00
1670,2015-09-11 16:34:41.251692+00
1613,2015-08-31 16:06:33.202253+00
1642,2015-08-31 18:19:37.380459+00
1643,2015-08-31 18:21:19.130774+00
1675,2015-09-03 11:12:59.458824+00
1603,2015-09-16 14:05:44.421876+00
1624,2015-09-02 18:14:47.540609+00
1654,2015-09-02 18:15:29.047151+00
1582,2015-09-02 18:14:08.281372+00
1584,2015-09-08 18:16:10.532794+00
1629,2015-09-03 17:15:54.107571+00
1651,2015-08-31 18:31:06.080615+00
1657,2015-08-31 19:39:22.891277+00
1658,2015-08-31 19:46:23.447984+00
1724,2015-09-10 14:14:23.44343+00
1649,2015-08-31 18:33:34.480433+00
1572,2015-09-14 10:20:38.579046+00
1730,2015-09-13 19:30:21.849475+00
1661,2015-08-31 19:53:48.372337+00
1662,2015-08-31 19:53:25.871779+00
1589,2015-09-11 14:55:00.693186+00
1666,2015-08-31 19:56:12.967645+00
1663,2015-09-14 13:15:23.091363+00
1665,2015-08-31 19:57:53.43572+00
1512,2015-09-16 06:12:46.20083+00
1667,2015-09-11 13:26:29.80192+00
1672,2015-08-31 20:29:15.690037+00
1717,2015-09-04 12:33:50.702255+00
1627,2015-08-31 16:45:13.240208+00
1668,2015-09-10 20:30:08.707674+00
1712,2015-09-18 18:19:51.740036+00
1678,2015-08-31 22:16:58.806622+00
1708,2015-09-04 12:20:27.783008+00
1656,2015-09-17 12:23:09.021389+00
1638,2015-09-11 20:26:04.73625+00
1701,2015-09-01 14:16:31.687358+00
1587,2015-09-09 13:30:34.179834+00
1671,2015-09-07 16:14:48.910469+00
1684,2015-09-09 12:42:30.301187+00
1690,2015-09-06 00:02:08.691952+00
1682,2015-09-08 04:40:40.12439+00
1637,2015-09-11 16:38:27.328532+00
1694,2015-09-04 15:15:14.169503+00
1583,2015-09-03 17:18:39.246025+00
1578,2015-09-01 13:23:34.630462+00
1604,2015-09-04 15:01:59.876988+00
1635,2015-09-14 12:41:33.704296+00
1697,2015-09-01 13:35:50.41774+00
1693,2015-09-04 15:15:47.141188+00
1720,2015-09-01 15:03:36.888939+00
1630,2015-09-16 15:33:48.131894+00
1707,2015-09-01 14:26:05.765046+00
1591,2015-09-04 16:11:46.01327+00
1700,2015-09-01 14:19:31.38934+00
1664,2015-09-08 23:22:08.811805+00
1703,2015-09-01 14:21:07.029509+00
1687,2015-09-03 11:19:03.48014+00
1705,2015-09-01 14:23:46.337256+00
1714,2015-09-08 14:24:18.04276+00
1713,2015-09-09 15:06:37.428749+00
1710,2015-09-01 14:27:20.684698+00
1608,2015-09-14 10:17:33.874183+00
1610,2015-09-14 10:36:54.025569+00
1716,2015-09-01 14:39:12.431797+00
1677,2015-09-22 21:28:25.00107+00
1650,2015-08-31 18:33:52.695616+00
1731,2015-09-18 15:34:24.475027+00
1704,2015-09-01 14:35:30.483357+00
1718,2015-09-01 14:39:58.381734+00
1574,2015-09-17 21:01:13.827231+00
1415,2015-09-01 15:02:14.45326+00
1674,2015-09-14 16:48:12.095647+00
1680,2015-09-08 01:10:10.372649+00
1599,2015-09-11 14:10:05.21757+00
1509,2015-09-14 07:48:26.181155+00
1577,2015-09-02 10:27:57.933647+00
1575,2015-09-05 03:40:43.467121+00
1647,2015-09-02 02:49:25.875581+00
1592,2015-09-11 14:35:08.350766+00
1732,2015-09-01 15:48:54.561179+00
1681,2015-09-01 16:05:26.131306+00
1729,2015-09-01 15:48:43.964569+00
1602,2015-09-11 14:31:38.628694+00
1871,2015-09-12 21:14:43.907751+00
1855,2015-09-11 19:32:43.889377+00
1740,2015-09-17 18:17:41.417534+00
1819,2015-09-10 17:28:56.263791+00
1797,2015-09-17 13:37:25.127787+00
1773,2015-09-09 14:55:52.11985+00
1768,2015-09-09 11:48:08.567527+00
1742,2015-09-01 16:12:43.835476+00
1752,2015-09-08 16:13:15.820446+00
1745,2015-09-01 16:14:30.208294+00
1832,2015-09-10 07:18:36.983025+00
1747,2015-09-14 19:13:13.187062+00
1738,2015-09-16 22:47:39.85927+00
1743,2015-09-01 16:23:23.746539+00
1873,2015-09-08 17:55:05.776569+00
1787,2015-09-01 19:48:39.339313+00
1725,2015-09-18 15:39:52.475783+00
1801,2015-09-10 02:03:44.729531+00
1758,2015-09-01 16:43:07.601976+00
1759,2015-09-03 14:14:08.032988+00
1760,2015-09-01 16:58:39.705269+00
1761,2015-09-01 17:02:48.932791+00
1863,2015-09-04 13:09:25.423673+00
1763,2015-09-01 17:16:57.01813+00
1546,2015-09-17 11:55:00.597249+00
1859,2015-09-11 16:31:05.255962+00
1709,2015-09-11 14:23:59.392371+00
1683,2015-09-01 17:36:18.161272+00
1884,2015-09-12 00:15:03.043053+00
1822,2015-09-05 21:35:11.082493+00
1811,2015-09-07 23:25:56.533061+00
1862,2015-09-02 14:38:49.907928+00
1757,2015-09-14 16:21:44.15731+00
1838,2015-09-10 15:25:09.068616+00
1585,2015-09-01 18:12:54.876676+00
1778,2015-09-17 19:51:45.929449+00
1779,2015-09-01 18:17:02.538091+00
1809,2015-09-17 13:19:14.989297+00
1872,2015-09-09 14:09:53.143684+00
1784,2015-09-01 19:00:37.438328+00
1864,2015-09-15 14:18:27.969163+00
1774,2015-09-03 16:03:49.272642+00
1785,2015-09-01 19:29:15.621842+00
1786,2015-09-09 12:24:45.175287+00
1789,2015-09-01 19:46:42.248604+00
1790,2015-09-01 19:47:50.210323+00
1886,2015-09-17 20:46:23.080534+00
1791,2015-09-01 19:56:44.120549+00
1792,2015-09-16 14:00:56.087967+00
1767,2015-09-17 12:18:32.296819+00
1750,2015-09-01 20:03:49.603902+00
1777,2015-09-16 20:07:41.312423+00
1828,2015-09-03 19:56:37.016879+00
1806,2015-09-18 13:30:19.094407+00
1796,2015-09-01 20:32:36.145868+00
1770,2015-09-01 20:32:57.006628+00
1842,2015-09-02 12:19:11.146497+00
1766,2015-09-04 12:19:07.611177+00
1772,2015-09-04 15:43:14.291751+00
1528,2015-09-01 22:00:09.37163+00
1783,2015-09-08 16:39:42.616601+00
1781,2015-09-14 16:27:09.163992+00
1580,2015-09-04 01:51:24.52096+00
1805,2015-09-01 23:47:17.192201+00
1850,2015-09-10 13:18:04.919167+00
1807,2015-09-01 23:56:10.364135+00
1874,2015-09-14 13:04:49.835532+00
1798,2015-09-08 14:19:32.082302+00
1771,2015-09-08 20:48:07.127878+00
1813,2015-09-10 17:28:28.067464+00
1825,2015-09-02 01:13:13.77685+00
1879,2015-09-04 13:46:54.187686+00
1755,2015-09-17 16:22:13.505256+00
1824,2015-09-07 01:52:10.862557+00
1818,2015-09-02 01:14:13.755501+00
1812,2015-09-10 18:16:42.886303+00
1882,2015-09-14 12:49:12.503432+00
1808,2015-09-08 00:09:40.811755+00
1827,2015-09-07 01:41:42.483998+00
1764,2015-09-09 11:54:45.621443+00
1826,2015-09-10 17:19:58.894598+00
1876,2015-09-10 21:02:27.351305+00
1795,2015-09-03 14:22:01.275676+00
1831,2015-09-02 02:16:21.415766+00
1749,2015-09-17 12:22:28.615192+00
1835,2015-09-16 16:47:42.642375+00
1833,2015-09-02 06:25:12.768031+00
1741,2015-09-08 18:16:53.905458+00
1736,2015-09-01 16:01:18.325833+00
1837,2015-09-02 10:27:17.96585+00
1866,2015-09-02 14:57:37.978912+00
1744,2015-09-06 18:07:28.855263+00
1857,2015-09-02 13:36:24.704652+00
1875,2015-09-02 15:47:37.756055+00
1858,2015-09-03 15:21:29.583505+00
1847,2015-09-02 13:17:01.416769+00
1815,2015-09-02 01:03:50.528088+00
1867,2015-09-02 15:05:25.441963+00
1846,2015-09-03 17:02:57.087747+00
1839,2015-09-02 12:13:23.68682+00
1849,2015-09-08 11:56:06.656508+00
1829,2015-09-09 18:56:56.032577+00
1793,2015-09-14 17:32:04.241465+00
1853,2015-09-17 21:08:54.861578+00
1762,2015-09-03 17:14:59.34442+00
1794,2015-09-11 19:48:57.068472+00
1869,2015-09-02 15:09:05.369788+00
1848,2015-09-02 13:48:52.256022+00
1814,2015-09-10 17:25:01.756328+00
1765,2015-09-09 12:33:42.697847+00
1845,2015-09-02 13:26:34.200265+00
1856,2015-09-11 13:15:01.348312+00
1817,2015-09-09 18:52:51.815638+00
1854,2015-09-06 00:24:10.027459+00
1870,2015-09-17 02:17:47.840934+00
1883,2015-09-03 19:16:14.15306+00
1804,2015-09-24 12:49:28.202357+00
1735,2015-09-16 15:36:30.317484+00
1756,2015-09-03 19:28:53.384245+00
1737,2015-09-11 19:13:39.511823+00
1734,2015-09-02 14:34:53.300694+00
1799,2015-09-16 13:23:50.661064+00
1834,2015-09-15 14:53:43.70801+00
1739,2015-09-08 16:08:20.238029+00
1780,2015-09-09 13:09:57.686785+00
1821,2015-09-10 17:21:26.233843+00
1878,2015-09-02 16:06:40.514616+00
1836,2015-09-09 06:17:50.982896+00
1769,2015-09-17 12:15:53.66868+00
1841,2015-09-14 15:24:04.074641+00
1746,2015-09-02 16:20:10.504151+00
1820,2015-09-10 17:27:46.230364+00
1840,2015-09-09 15:03:03.542025+00
1861,2015-09-10 22:27:14.509709+00
1877,2015-09-11 19:01:42.029679+00
1885,2015-09-02 18:07:59.082437+00
1860,2015-09-12 04:05:36.573148+00
1887,2015-09-02 18:10:12.153202+00
1852,2015-09-15 02:08:21.876141+00
1880,2015-09-17 12:25:28.439462+00
1889,2015-09-02 18:15:29.26+00
1890,2015-09-02 18:18:36.995491+00
1645,2015-09-02 18:18:46.3883+00
1892,2015-09-02 18:22:12.25649+00
1893,2015-09-02 18:22:16.398451+00
1894,2015-09-02 18:22:47.425206+00
1896,2015-09-09 14:54:15.369308+00
1980,2015-09-10 13:11:47.707874+00
1888,2015-09-02 18:26:10.028569+00
1897,2015-09-09 01:33:38.442793+00
1788,2015-09-02 18:35:15.457897+00
1898,2015-09-09 23:01:28.646695+00
1907,2015-09-14 22:00:18.264103+00
1549,2015-09-17 01:15:45.648723+00
2009,2015-09-10 21:52:00.440948+00
1915,2015-09-03 21:52:23.922043+00
2007,2015-09-09 13:05:06.914067+00
1955,2015-09-15 01:06:08.197799+00
1908,2015-09-02 19:37:10.261986+00
1905,2015-09-02 19:38:37.4104+00
1945,2015-09-10 23:03:47.612551+00
1881,2015-09-18 00:00:33.484289+00
1942,2015-09-16 13:53:07.861149+00
1912,2015-09-15 20:17:45.21078+00
1957,2015-09-16 12:41:22.943964+00
1949,2015-09-04 19:09:23.991144+00
1992,2015-09-08 14:11:37.706242+00
2028,2015-09-08 16:12:31.129055+00
1920,2015-09-02 21:01:01.201607+00
1936,2015-09-15 16:58:04.6166+00
2004,2015-09-03 20:01:19.238345+00
1910,2015-09-16 17:57:56.368355+00
2010,2015-09-09 13:16:20.638956+00
1989,2015-09-03 17:18:58.263943+00
1981,2015-09-10 17:02:01.366124+00
1913,2015-09-11 19:31:26.9192+00
1944,2015-09-15 07:24:33.495379+00
1928,2015-09-02 22:08:41.694737+00
1986,2015-09-08 13:49:27.589805+00
1930,2015-09-10 17:25:09.506901+00
1931,2015-09-02 22:16:12.080446+00
1932,2015-09-02 23:06:58.360659+00
1925,2015-09-10 15:18:35.181975+00
1691,2015-09-09 13:16:36.85186+00
1963,2015-09-08 14:44:09.857118+00
1934,2015-09-11 16:28:26.69605+00
1688,2015-09-03 02:52:23.471366+00
1548,2015-09-10 07:08:29.036748+00
1937,2015-09-03 08:09:13.378665+00
1964,2015-09-08 14:48:52.50539+00
1634,2015-09-08 13:24:35.566938+00
1959,2015-09-03 14:30:41.28047+00
1843,2015-09-11 13:31:36.583992+00
1960,2015-09-03 14:31:04.626489+00
1966,2015-09-03 14:31:49.506301+00
1958,2015-09-08 14:52:12.383936+00
1919,2015-09-13 16:16:44.844091+00
1941,2015-09-03 08:47:57.677796+00
1967,2015-09-03 14:33:41.106075+00
1991,2015-09-03 17:45:55.954454+00
1961,2015-09-08 14:51:50.678941+00
1939,2015-09-07 10:33:31.681979+00
1903,2015-09-16 15:39:05.538354+00
1943,2015-09-12 14:57:48.381766+00
1962,2015-09-08 14:45:42.625237+00
1899,2015-09-03 11:09:56.523366+00
1965,2015-09-03 14:35:52.644317+00
1968,2015-09-03 14:37:19.548582+00
1917,2015-09-11 14:17:05.250418+00
1929,2015-09-03 08:14:54.071897+00
1975,2015-09-04 01:39:16.747457+00
1935,2015-09-14 15:06:28.492648+00
2015,2015-09-14 18:53:43.759309+00
1947,2015-09-03 11:59:52.90096+00
2020,2015-09-08 19:08:28.469264+00
2027,2015-09-03 19:37:14.616539+00
1948,2015-09-03 12:58:33.924563+00
1976,2015-09-10 23:28:00.410943+00
1969,2015-09-03 14:46:18.805681+00
1993,2015-09-03 17:48:20.483815+00
1911,2015-09-18 13:32:41.60704+00
1971,2015-09-03 14:57:20.504984+00
1972,2015-09-03 15:03:00.137934+00
1973,2015-09-03 15:08:37.596145+00
1728,2015-09-10 13:17:59.450913+00
1974,2015-09-03 15:09:40.887681+00
2011,2015-09-09 19:56:48.331015+00
2002,2015-09-09 12:49:15.420095+00
1906,2015-09-22 21:21:00.460242+00
1987,2015-09-14 13:34:01.814079+00
2013,2015-09-10 19:47:29.977659+00
1918,2015-09-03 21:45:55.79653+00
2014,2015-09-10 13:32:32.700229+00
2030,2015-09-10 17:19:02.031041+00
2012,2015-09-10 00:47:12.990448+00
1851,2015-09-10 13:18:15.786011+00
1995,2015-09-03 17:50:06.470508+00
1988,2015-09-09 15:12:27.128021+00
1984,2015-09-03 17:13:52.327781+00
1990,2015-09-03 17:51:04.916916+00
1909,2015-09-18 18:10:48.84665+00
1982,2015-09-03 17:13:58.980756+00
1900,2015-09-11 19:08:43.873586+00
2033,2015-09-10 20:24:31.717304+00
1996,2015-09-03 17:52:37.100349+00
1998,2015-09-03 17:52:53.482895+00
1999,2015-09-03 17:57:06.916532+00
2001,2015-09-03 18:43:02.747049+00
1923,2015-09-14 20:07:25.216699+00
2003,2015-09-04 20:21:19.504699+00
1956,2015-09-21 14:14:04.619965+00
1916,2015-09-15 21:04:50.474464+00
1895,2015-09-15 17:51:41.994766+00
1695,2015-09-12 17:04:33.454202+00
2006,2015-09-03 18:48:10.489606+00
2005,2015-09-03 20:29:07.330222+00
1954,2015-09-09 13:14:52.360983+00
2025,2015-09-08 19:00:21.547018+00
1950,2015-09-17 20:36:45.129537+00
1617,2015-09-03 18:54:28.04531+00
2016,2015-09-03 18:56:25.396679+00
2019,2015-09-03 19:04:13.765049+00
2018,2015-09-03 19:04:44.909909+00
2024,2015-09-03 19:16:13.553471+00
2021,2015-09-11 22:14:37.673319+00
1994,2015-09-03 19:14:13.88893+00
2022,2015-09-03 19:18:03.441796+00
1940,2015-09-14 14:50:15.755781+00
1660,2015-09-03 19:18:21.418934+00
2000,2015-09-03 19:31:53.548786+00
1985,2015-09-04 17:42:08.095494+00
2026,2015-09-03 19:26:09.827875+00
1977,2015-09-14 15:14:44.847811+00
1669,2015-09-03 20:41:29.387722+00
2008,2015-09-10 20:23:23.622834+00
1922,2015-09-03 19:53:39.334884+00
1997,2015-09-10 18:10:19.512964+00
1946,2015-09-08 12:27:10.200264+00
1979,2015-09-11 16:08:27.141893+00
1978,2015-09-14 19:31:21.114197+00
2029,2015-09-10 20:28:28.478933+00
1953,2015-09-18 15:43:04.615458+00
2034,2015-09-03 19:59:57.897263+00
2115,2015-09-18 14:35:21.991592+00
2039,2015-09-10 17:28:05.16768+00
2104,2015-09-04 12:54:12.965998+00
2118,2015-09-16 21:39:29.388095+00
2068,2015-09-15 19:29:44.69505+00
2075,2015-09-17 00:47:36.849916+00
1508,2015-09-16 11:51:46.859831+00
2049,2015-09-11 03:59:55.192838+00
2123,2015-09-16 15:55:32.1785+00
2043,2015-09-03 20:15:35.349872+00
2109,2015-09-04 13:29:30.485833+00
2080,2015-09-08 20:21:45.494885+00
2047,2015-09-17 13:53:19.510457+00
1754,2015-09-16 13:23:47.915195+00
2176,2015-09-08 15:05:04.848632+00
2048,2015-09-03 20:36:03.098648+00
2086,2015-09-17 02:03:35.099565+00
2050,2015-09-03 20:37:56.609766+00
1830,2015-09-03 20:38:16.447431+00
2051,2015-09-03 20:39:27.332826+00
2052,2015-09-03 20:39:56.086012+00
1904,2015-09-09 19:39:05.095559+00
2054,2015-09-03 21:12:07.207358+00
2059,2015-09-17 21:40:03.528502+00
2065,2015-09-15 19:27:30.28369+00
2046,2015-09-08 20:11:07.779894+00
2071,2015-09-15 12:01:21.828916+00
2114,2015-09-11 15:18:48.229003+00
2061,2015-09-15 14:39:01.477455+00
1927,2015-09-03 21:50:18.788214+00
2067,2015-09-03 21:51:05.837739+00
2058,2015-09-14 20:09:28.168534+00
2041,2015-09-15 17:46:43.004959+00
2062,2015-09-15 19:34:20.029286+00
2070,2015-09-03 21:52:37.929167+00
1924,2015-09-03 21:53:21.990075+00
2098,2015-09-14 13:02:59.747465+00
2066,2015-09-03 21:54:39.374824+00
2081,2015-09-15 16:10:57.572513+00
2069,2015-09-03 22:06:28.443989+00
2038,2015-09-11 14:39:52.359457+00
2112,2015-09-04 14:48:10.366928+00
2121,2015-09-16 16:22:36.757556+00
2076,2015-09-03 23:38:54.448398+00
2113,2015-09-11 14:59:32.410563+00
2056,2015-09-14 20:15:27.098056+00
1430,2015-09-08 16:49:50.095357+00
2078,2015-09-04 00:54:21.41721+00
2144,2015-09-16 22:44:15.556282+00
2117,2015-09-11 15:34:37.635681+00
2035,2015-09-08 16:22:26.114875+00
2036,2015-09-03 19:59:13.106116+00
2085,2015-09-04 04:32:59.165333+00
2156,2015-09-17 12:28:40.632657+00
2087,2015-09-04 10:16:50.967856+00
2088,2015-09-16 06:10:07.181733+00
2089,2015-09-04 10:31:25.410265+00
2090,2015-09-04 10:32:00.194406+00
2091,2015-09-04 12:01:36.305194+00
2092,2015-09-04 12:19:54.848647+00
2155,2015-09-16 15:38:43.037533+00
2094,2015-09-04 12:32:01.710001+00
2095,2015-09-04 12:33:46.507019+00
2077,2015-09-12 21:49:34.098356+00
2154,2015-09-08 17:41:31.510573+00
2096,2015-09-14 14:29:12.812471+00
2057,2015-09-16 12:49:12.622075+00
2100,2015-09-14 12:58:25.007469+00
2103,2015-09-14 22:08:12.716656+00
2102,2015-09-04 12:43:44.989729+00
1983,2015-09-10 14:51:53.218766+00
1800,2015-09-18 23:53:49.679922+00
