id,room_id,body,sender_id,sent_at,deleted
4597,1368,Hey,16442,2015-08-18 13:49:41.092+00,t
4628,1329,Heyy,16443,2015-08-18 16:03:42.065848+00,f
4629,1384,Hey,16450,2015-08-18 16:03:56.657279+00,f
4630,1369,Hey,16465,2015-08-18 16:13:41.530921+00,f
4631,1348,😂😂,16515,2015-08-18 16:13:56.046+00,t
4632,1281,"I'm not certain, but I think your asleep when I'm at school.",16552,2015-08-18 16:45:57.460646+00,f
4633,1290,Hello?,16536,2015-08-18 17:46:31.478569+00,f
4634,1295,Hello?,16536,2015-08-18 17:46:38.542774+00,f
4635,1317,"I am from Rockport, Indiana. USA. And I am doing well, how about you?",16534,2015-08-18 17:47:15.107347+00,f
4636,1293,How do you  access penpalschools,16533,2015-08-18 17:53:31.505146+00,f
4637,1385,Hello,16545,2015-08-18 18:03:39.997686+00,f
4638,1314,What is it like we're you live,16562,2015-08-18 18:38:56.542245+00,f
4639,1322,How's life in your community is different from the United States,16589,2015-08-18 21:11:16.404693+00,f
4640,1317,"I am from Ulverstone, Tasmania, Australia. I am very well thankyou",15799,2015-08-18 23:13:31.62446+00,f
4641,1326,Hi....is that IT? ....a bit about yourself please,15705,2015-08-19 00:36:44.702522+00,f
4642,1347,"hey
wats up!",16617,2015-08-19 08:05:46.210272+00,f
4643,1347,i am from india. where are u from?,16617,2015-08-19 08:06:11.690779+00,f
4644,1301,"hey Jasmine,
I'm 16 years old (technically almost 17) . I study i a boarding school and its not as bad as it sounds. I love swimming and i am a Debater. I love icecream's too and its my absolute dream to travel to Paris.",16627,2015-08-19 08:12:13.229792+00,f
4645,1298,no byt i play fodboll in schol,16650,2015-08-19 10:11:05.935711+00,f
4646,1378,Im from denmark :D,16638,2015-08-19 10:12:33.593182+00,f
4647,1320,YAAAAS!!  GURL!! WE ARE NOW FRIENDS!!!!!!!!!!,16641,2015-08-19 10:13:12.347891+00,f
4648,1298,wer du you lev,16650,2015-08-19 10:13:16.933473+00,f
4649,1378,Where u from :/,16638,2015-08-19 10:13:59.245703+00,f
4650,1338,"i like pizza, what do you like? i like horses and riding, what do you like?",16651,2015-08-19 10:14:23.488053+00,f
4651,1348,"Im coming from Denmark, so if i play a kind of football, it would be soccer. But my favorite sport is handball",16639,2015-08-19 10:14:25.762023+00,f
4652,1320,BTW. i play handball its a danish sport... btw agian i'm danish,16641,2015-08-19 10:14:35.386615+00,f
4653,1343,no i dont play soccer,16654,2015-08-19 10:14:40.164+00,f
4654,1341,football you?,16644,2015-08-19 10:14:50.541129+00,f
4655,1386,hi,16645,2015-08-19 10:14:54.556081+00,f
4656,1320,again*,16641,2015-08-19 10:15:11.676967+00,f
4657,1320,do you play sports????!,16641,2015-08-19 10:15:26.892879+00,f
4658,1343,i like running,16654,2015-08-19 10:15:31.847895+00,f
4659,1386,are you there?,16645,2015-08-19 10:15:44.619701+00,f
4660,1386,or narh?,16645,2015-08-19 10:15:52.422689+00,f
4661,1320,what is your fave song of green day and gueen????!!!!,16641,2015-08-19 10:15:55.458644+00,f
4662,1386,hallooooo,16645,2015-08-19 10:16:00.97377+00,f
4663,1386,hey,16645,2015-08-19 10:16:16.239945+00,f
4665,1386,"Where do you
 live?",16645,2015-08-19 10:17:18.675675+00,f
4618,1339,Hey,16508,2015-08-18 15:30:59.94+00,t
4578,1358,Hi what grade r u in,16446,2015-08-18 02:18:48.152+00,t
4594,1366,Hi,16452,2015-08-18 13:29:09.534+00,t
4666,1298,"do you hav a pet, I hav 2 dogs",16650,2015-08-19 10:17:36.380114+00,f
4667,1386,are you there,16645,2015-08-19 10:18:11.140053+00,f
4668,1386,Human*??,16645,2015-08-19 10:18:22.317319+00,f
4669,1344,nah,16643,2015-08-19 10:18:51.051153+00,f
4670,1386,Alien?,16645,2015-08-19 10:19:19.590228+00,f
4671,1386,sorry,16645,2015-08-19 10:19:49.879447+00,f
4672,1386,i`m rude,16645,2015-08-19 10:20:00.949378+00,f
4673,1320,MINE OF GREEN DAY ARE PROPS AMRICAN IDIOT AND QUEEN ITS WE ARE THE CHAMPIONS OR BOHEMIAN RHAPSODY!!!,16641,2015-08-19 10:20:01.622892+00,f
4674,1298,where do you live? 😜🙋🏼✋🏻🐷👼🏼👯,16650,2015-08-19 10:20:02.606161+00,f
4675,1386,pølle,16645,2015-08-19 10:20:39.465201+00,f
4676,1342,yes play you football?  How old are you?,16642,2015-08-19 10:21:14.64778+00,f
4677,1320,HOW OLD ARE YOU???!,16641,2015-08-19 10:21:26.783475+00,f
4678,1386,c`mon on,16645,2015-08-19 10:21:57.365977+00,f
4680,1343,where are u from,16654,2015-08-19 10:23:01.001166+00,f
4681,1386,haaaaaaaaaaaaaaaaaaaaaaaaloooo,16645,2015-08-19 10:23:11.556198+00,f
4682,1386,aloha,16645,2015-08-19 10:23:19.206571+00,f
4684,1344,i hate sports v.v,16643,2015-08-19 10:23:32.729486+00,f
4686,1386,nkldxwewøvhofuewaa_,16645,2015-08-19 10:23:40.493651+00,f
4687,1386,BE MY FRIEND,16645,2015-08-19 10:23:48.929094+00,f
4690,1386,BE MY FREAKING FRIEND,16645,2015-08-19 10:24:29.122571+00,f
4691,1386,LOVE ME,16645,2015-08-19 10:24:38.148305+00,f
4692,1386,HALO,16645,2015-08-19 10:24:44.695511+00,f
4695,1386,do you like pancakes?,16645,2015-08-19 10:26:38.11863+00,f
4685,1344,alot,16643,2015-08-19 10:23:40.108+00,t
4696,1321,No i like horses,16646,2015-08-19 10:26:49.436127+00,f
4697,1344,sooooo bands,16643,2015-08-19 10:26:55.49622+00,f
4698,1344,mcr,16643,2015-08-19 10:27:00.089082+00,f
4699,1344,MIKEY WAY,16643,2015-08-19 10:27:10.2219+00,f
4700,1321,Do you like horses?,16646,2015-08-19 10:27:25.001146+00,f
4701,1298,🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪love coucis 🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪,16650,2015-08-19 10:27:35.590421+00,f
4694,1298,. 💍💍💍💍💍💍💍💍🍪🍩🍪🍩🍪🍩🍪🍩🍪🍩🍪🍩🍪🍩🍪🍩🍪🍩🍪🍩🍩🍪🍩🍪🍩🍪🍩🍪🍩🍩🍪🍩🍪🍩🍩,16650,2015-08-19 10:26:23.103+00,t
4689,1298,😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😷😲😲😷😲,16650,2015-08-19 10:24:19.139+00,t
4688,1298,😀😭😀😭😀😭😀😭😭😀😀😭😀😭😭😭😀😭😀😭😀😀😭😀😭😀😭😁😭😀😭😀😭😀😭😀😭😀😭😀,16650,2015-08-19 10:23:55.626+00,t
4679,1298,😀😁😂😃😄👿😈😇😆😅😉😊☺️😋😌😑😐😏😎😍😒😓😔😕😖😛😚😙😘😗😜😝😞😟😠😥😤😣😢😡😦😧😨😩😪😯😮😭😬😫😰😱😲😳😴😹😸😷😶😵😺😻😼😽😾👥👤👣🙀😿👪👦🏼👶🏼👧🏼👨🏼👩🏼👨‍👩‍👧‍👧👨‍👩‍👦‍👦👨‍👩‍👧‍👦👨‍👩‍👧👩‍👩‍👦👩‍👩‍👧👩‍👩‍👧‍👦👩‍👩‍👦‍👦👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👨‍👦‍👦👨‍👨‍👧‍👦👨‍👨‍👧👨‍👨‍👦👫👬👭👯👰🏼👵🏼👴🏼👳🏼👲🏼👱🏼👮🏼👷🏼👸🏼💂🏼👼🏼💩👺👹👻🎅🏼💀👽👾🙍🏼🙎🏼🙋🏼🙆🏼🙅🏼💆🏼💇🏼💑👩‍❤️‍👩👨‍❤️‍👨👏🏼🙌🏼👨‍❤️‍💋‍👨👩‍❤️‍💋‍👩💏👂🏼👀👃🏼👄💋👎🏼👋🏼👅✊🏼💔💗💜💛💖💌💍🎎🎈✨❤️💓🎣🎾🏁🎀🎁🎃🎂💉,16650,2015-08-19 10:22:27.139+00,t
4702,1344,MIKEY,16643,2015-08-19 10:28:01.890954+00,f
4763,1329,You need to answer me right now,16443,2015-08-20 14:03:10.652129+00,f
4764,1332,IVE BEEN WAITING FOR 4 DAYS HURRY UP AND ANSSER ME!!!$$,16447,2015-08-20 14:03:14.375807+00,f
4767,1395,"Hi, where are you from? I'm from India.",16604,2015-08-20 14:03:44.94128+00,f
4770,1369,where are you from?,16604,2015-08-20 14:04:47.414781+00,f
4771,1396,Where are you from,16508,2015-08-20 14:06:45.104848+00,f
4772,1397,"Hello Faiza,
I'm Jasmine. I'm so glad that I have found a PenPal match! I hope we can become great friends.",16923,2015-08-20 14:41:33.114469+00,f
4777,1402,Do you play any sports?,16504,2015-08-20 15:06:58.878746+00,f
4778,1403,Do you play any sports?,16503,2015-08-20 15:07:24.799131+00,f
4853,1445,"hello !
where exactly are you from ?
                                                                                                        - curious",16630,2015-08-21 09:11:57.714527+00,f
4856,1306,Hey! I play football and i am a 15 year old girl.What about you?,16621,2015-08-21 09:13:09.19561+00,f
4857,1305,hi ... even im really excited !!! im from northern india  and you are from ?,16618,2015-08-21 09:13:16.310049+00,f
4859,1375,Where are you from?,16621,2015-08-21 09:14:07.56196+00,f
4860,1447,"Hi !
Where are you from ?",16616,2015-08-21 09:14:15.942226+00,f
4861,1375,"What do you like to do?
How old are you?",16621,2015-08-21 09:14:39.571289+00,f
4863,1306,"Where are you from?
What are your hobbies?",16621,2015-08-21 09:15:15.652308+00,f
4864,1336,so ..where are you from?,16618,2015-08-21 09:17:21.184324+00,f
4868,1307,"ya,same here!!ur from US?",16612,2015-08-21 09:23:08.060804+00,f
4869,1304,Yaa  I am from Indai and you?,16607,2015-08-21 09:23:33.200065+00,f
4766,1362,You need to answer me or I will get a new pen pal,16453,2015-08-20 14:03:38.623+00,t
4683,1298,😇😈😇😈😇😈😇😈😇👿😇😈😇👿😇😈😇😈😇😈😇😈😇😈😇😈😇😈😇😈😇😈😇😈😇😈😇😈😇😇😈😇😈😇😈😇😈😇😈😇😈😇😈😈😇😈😇😈😇😈😇😈😇😇😇😈😇😈😇😈😇😈😇😇😈😇😈😈😇😈😇😈😇😇😇😇😈😇😈😇😈😇😈😇😇😈😇😈😜😜,16650,2015-08-19 10:23:23.889+00,t
4703,1386,olollolololololololololollololololololololololololololololololollololololollooolololololooolloolololollololololoolololololololololollolollololollolololollolololollolololololololollolollolollolollololololollololollolollololollolololollolollollololollololollololollololollolollololololololoollolollololololollolololololololololololoolololololololollolollolololollolololololololololollolollololololollolololollolololololollololololololololololololololololololololololololollololololollololollololollolololololoollolololollololololololollololoolloololooololooololloollolololoololololollooloololoolololooloololoolollolololollololololololollololollolololol,16645,2015-08-19 10:28:06.390092+00,f
4704,1344,FUCKING,16643,2015-08-19 10:28:11.841588+00,f
4705,1344,WAY,16643,2015-08-19 10:28:20.441297+00,f
4706,1386,are u online?,16645,2015-08-19 10:28:39.361359+00,f
4707,1344,BUT FRANK IERO,16643,2015-08-19 10:29:01.318383+00,f
4708,1386,plz be my friend,16645,2015-08-19 10:29:10.697115+00,f
4709,1298,Love emoji😀😁😂😃😄👿😈😇😆😅😉😊☺️😋😌😑😐😏😎😍😒😓😔😕😖😛😚😙😘😗😜😝😞😟😠😥😤😣😢😡😦😧😨😩😪😯😮😭😬😫😰😱😲😳😴😹😸😷😶😵😺😻😼😽😾🙀😿👱🏼👲🏼👳🏼👴🏼👵🏼👼🏼👰🏼💂🏼👸🏼👷🏼👮🏼🎅🏼👻👹👺💩💁🏼🙇🏼👾👽💀🙅🏼🙆🏼🙋🏼🙎🏼🙍🏼💁🏼💆🏼💇🏼🙊🙉🙈🐵🐶🐼🐚🐬🐳🍩🍥🍞🍝🎀🎁🎂🎃🎄🎇🎆🎑🎍🎋🎉🎊🎈💫✨🎏🎎👑🎓💥🎐🎌🏮💍❤️💓💞💕💌💔💗💖💘💝💟💙💚💛💜⛄️🎿🏂🛀🏼⛺️🎣🎾⚾️🏈🏀⚽️🏉⛳️🏆🎽🏁🎺🎷🎻🎸🎹🎭🎵🎶🎼🎧🎤🎬🎪🎩🎫🎨🎯🎱🎳🎰🀄️🃏🎴🎮🎲🎠🎡🎢,16650,2015-08-19 10:29:59.860694+00,f
4710,1386,he y,16645,2015-08-19 10:33:02.078743+00,f
4711,1298,Haaaaalllllloooo,16650,2015-08-19 10:33:14.77497+00,f
4712,1386,hallllllloooooo,16645,2015-08-19 10:33:21.776937+00,f
4713,1386,i like cheesecake,16645,2015-08-19 10:33:37.005526+00,f
4714,1298,Bay,16650,2015-08-19 10:33:46.970189+00,f
4715,1320,WRITE TO MEEEE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,16641,2015-08-19 10:34:17.37257+00,f
4716,1334,Hey,16445,2015-08-19 13:15:21.470686+00,f
4717,1342,I don't play football. I am 13. How old are you?,16507,2015-08-19 13:30:51.434752+00,f
4718,1334,Hello!!!!!!!!!!!!!!!!!!!,16445,2015-08-19 13:41:55.862466+00,f
4719,1298,Hallo,16650,2015-08-19 13:44:26.374681+00,f
4720,1379,Hi,16474,2015-08-19 14:15:45.405277+00,f
4721,1348,Oh I play soccer. And what is handball?,16515,2015-08-19 15:20:12.883979+00,f
4722,1343,Indiana.,16504,2015-08-19 15:20:18.060947+00,f
4723,1340,Hello?,16510,2015-08-19 15:20:25.047724+00,f
4724,1340,HELLO!!!!!!!!????,16510,2015-08-19 15:20:35.296739+00,f
4725,1340,ANSWER ME!!!!!??,16510,2015-08-19 15:20:59.605406+00,f
4726,1321,"Not really, I play American football and baseball and basketball",16518,2015-08-19 15:21:46.733166+00,f
4727,1347,United States😜,16513,2015-08-19 15:22:02.142348+00,f
4728,1349,Where are you from?,16509,2015-08-19 15:22:03.74203+00,f
4729,1341,Do you mean soccer? And I play American football wrestling and track,16516,2015-08-19 15:22:05.073571+00,f
4730,1343,No I don't really play PC,16504,2015-08-19 15:22:21.34111+00,f
4619,1339,👍,16508,2015-08-18 15:31:23.443+00,t
4732,1388,Is Christina H. your student?,16023,2015-08-19 15:59:40.076911+00,f
4733,1338,"I like pizza, and steak. I play American Football, Basketball, and Baseball, my aunt rides horses a lot.",16512,2015-08-19 16:00:28.833256+00,f
4734,1344,Watch your language toward me.✋,16503,2015-08-19 16:14:32.17668+00,f
4735,1298,I live in United states. How old are you ☺️,16517,2015-08-19 16:15:39.644419+00,f
4736,1379,Do u play any sports??🏀🏈🏊🎿🏄🎣⛳️⚽️⚾️🎾🎱🎳⛳️,16474,2015-08-19 16:15:56.876763+00,f
4737,1343,Are you a girl or boy?,16504,2015-08-19 16:17:53.239395+00,f
4738,1303,Hi,16559,2015-08-19 16:18:54.293854+00,f
4739,1298,Does your school use iPads too?,16517,2015-08-19 16:19:00.758628+00,f
4740,1344,How old are you?👐👐👐👐👐👐,16503,2015-08-19 16:19:36.58316+00,f
4741,1301,Where do you write your blog at,16555,2015-08-19 16:27:36.531897+00,f
4742,1379,🐼🐼🐼🐼🐯🐯🐯🐘🐯🐯🐨🐨🐨🐘🐘🐘🐘🐯,16474,2015-08-19 16:33:04.276922+00,f
4743,1379,Are u asleep😴😴😴😴😴,16474,2015-08-19 16:33:31.512566+00,f
4744,1343,😛,16504,2015-08-19 16:33:32.870938+00,f
4731,1339,Do you like any sports,16508,2015-08-19 15:23:09.491+00,t
4745,1339,Hello,16508,2015-08-19 18:28:48.00924+00,f
4746,1323,"Hi Regina, I caught a snake today. I wanted to send a picture, but I forgot to take one. It sounds great to help you with English; I also would like to learn Hungarian.                                          Sincerely, Jonah",16269,2015-08-19 19:57:32.029437+00,f
4747,1389,"Hello Sinead! I'm glad I got a match so quickly, I'm looking forward to writing to you in the future.",17363,2015-08-19 21:51:21.71868+00,f
4748,1390,Heyyy,16513,2015-08-19 23:53:17.399539+00,f
4749,1318,Hi Reese. I'm good. You? I'm from North Carolina (which is in the United States). What's it like in Australia? Is it fun? I bet it's a lot of fun. It's kind of boring here in the US but I guess it has it's perks...,16184,2015-08-20 00:44:56.444719+00,f
4750,1298,Yes and 14 to dey its My bustei,16650,2015-08-20 05:11:18.044949+00,f
4751,1350,do you play any sports,16479,2015-08-20 13:07:15.223977+00,f
4752,1334,Hey hey hey hey hey hey hey hey,16445,2015-08-20 13:07:34.588993+00,f
4753,1331,Hello,16663,2015-08-20 13:08:47.497626+00,f
4755,1393,"Hello! It seems that our classes are matched up. This is my first time using Penpal Schools, so we are learning the process. I usually use Epals, but it is down for maintenance. I, and my students, look forward to working with you and your students.",15816,2015-08-20 13:47:05.638137+00,f
4756,1394,"Hello! It seems that our classes have been matched up. This is our first time using Penpal Schools, so we are going to be learning quite a bit. I usually use Epals, but their system is down for maintenance. I look forward to working with you.",15816,2015-08-20 13:50:08.018318+00,f
4757,1329,Hey,16443,2015-08-20 14:02:04.106454+00,f
4758,1329,Hey,16443,2015-08-20 14:02:07.829131+00,f
4759,1329,Hey,16443,2015-08-20 14:02:11.211678+00,f
4760,1329,Hey,16443,2015-08-20 14:02:14.556082+00,f
4762,1329,Are you going to answer me? Because I have been waiting 4 days now,16443,2015-08-20 14:02:38.574462+00,f
4765,1329,Hello,16443,2015-08-20 14:03:15.784263+00,f
4773,1399,Hi :),16916,2015-08-20 14:44:22.555646+00,f
4782,1409,"Mari, I am very excited to have some of my students matched with yours! Would you be willing to let me know what state you are in?  We are also a very rural school, in Oklahoma. My students are very excited to be learning with students from other places!",41,2015-08-20 15:27:47.570372+00,f
4783,1410,"Mette,
Hello!  My students are very excited to be learning with some of your students.  Would you be willing to let me know what state or country you are in so that I can share with my students?",41,2015-08-20 15:29:24.343323+00,f
4784,1407,I like american football as well.what do you like?,16950,2015-08-20 15:29:59.169595+00,f
4785,1406,im from oklahoma,16947,2015-08-20 15:32:55.532567+00,f
4786,1416,hello,16938,2015-08-20 15:33:05.608424+00,f
4788,1415,Hi,16943,2015-08-20 15:33:24.106195+00,f
4789,1414,"Angelica,
My students are very excited to be matched with your students!  We are a very rural school in Oklahoma.  I hope your students enjoy this project as well as mine as they learn together!",41,2015-08-20 15:33:41.001996+00,f
4790,1392,hello,16938,2015-08-20 15:33:55.454584+00,f
4792,1405,i'm from oklahoma,16947,2015-08-20 15:34:22.744539+00,f
4793,1413,What do you like to do for fun.,16950,2015-08-20 15:36:08.652275+00,f
4794,1419,Hi how are u???,16945,2015-08-20 15:37:07.656301+00,f
4795,1420,Hi how are u???,16945,2015-08-20 15:38:09.113176+00,f
4796,1421,hi!!! how are you do you like to watch movies or something??,16941,2015-08-20 15:38:44.693828+00,f
4797,1412,"Hi!! How are you? I'm excited to have a penpal! I live in Oklahoma! The small state as i call it. I go to a small school. The only sports we have is football, softball, baseball, and cheer. We have 7 hours of school. I'm in my third hour.",16939,2015-08-20 15:39:29.163838+00,f
4798,1422,Hi!,16948,2015-08-20 15:39:32.994429+00,f
4799,1423,Hi!! how are you ?? I've never talked to someone from India!! sounds fun,16941,2015-08-20 15:40:52.809838+00,f
4800,1424,HI!! How are you?,16939,2015-08-20 15:41:19.036722+00,f
4801,1425,hi! how are you?,16942,2015-08-20 15:41:24.077275+00,f
4802,1416,hello hows your day,16938,2015-08-20 15:41:44.252535+00,f
4803,1426,Hi!,16948,2015-08-20 15:42:00.546507+00,f
4804,1392,hey hows your day,16938,2015-08-20 15:42:14.099613+00,f
4805,1427,hi! how are you??,16942,2015-08-20 15:42:25.176513+00,f
4806,1428,Hi,16110,2015-08-20 15:44:51.668096+00,f
4807,1412,Are you a guy or girl??,16506,2015-08-20 15:49:44.618911+00,f
4808,1415,Hi. Where are you from?,16507,2015-08-20 15:50:07.666929+00,f
4809,1320,DO NOT yell at me,16506,2015-08-20 15:50:16.393924+00,f
4810,1429,Hi,16474,2015-08-20 15:53:21.438437+00,f
4811,1313,HELLO???????????,16561,2015-08-20 15:54:46.617869+00,f
4812,1430,Hello what school do you go to?😂,16561,2015-08-20 15:55:15.671073+00,f
4813,1413,Sports what do you do,16516,2015-08-20 16:00:41.711538+00,f
4814,1431,Heller,16500,2015-08-20 16:00:53.971571+00,f
4815,1329,Hi,16443,2015-08-20 16:02:21.080825+00,f
4816,1329,Hello,16443,2015-08-20 16:02:25.15167+00,f
4817,1329,Hello,16443,2015-08-20 16:02:30.280914+00,f
4818,1329,Hi,16443,2015-08-20 16:02:34.57168+00,f
4819,1329,Hi hi hi hi hi hi hi hi hi hi hi,16443,2015-08-20 16:02:45.910911+00,f
4820,1320,"O and I'm 13, I play volleyball, and I'm in marching band I play the clarinet.",16506,2015-08-20 16:46:20.507372+00,f
4821,1433,"What's up bruh, what country do you live in?",16952,2015-08-20 16:54:25.767048+00,f
4822,1434,What's good Veronica?,16952,2015-08-20 16:54:58.701546+00,f
4823,1379,Are you going to answer😋😋,16474,2015-08-20 16:57:07.483111+00,f
4824,1429,How old r u,16474,2015-08-20 16:57:51.83766+00,f
4825,1339,I've been waiting for you tomanswer,16508,2015-08-20 16:58:04.704219+00,f
4826,1435,"Hi, Benazir!  Nice to meet you!  Where are you from?  What do you want to learn from me as a PenPal?",11411,2015-08-20 17:11:03.389997+00,f
4827,1436,Hi Takariyanti!  Nice to meet you!  I am excited to be your PenPal and learn about Indonesia!  Especially the delicious food that you mentioned in your into question :)  I hope I can help you learn English!  I am from the state of Texas in the United States.  We have pretty good food here as well.  I wonder if we have any similar dishes.,11411,2015-08-20 17:13:47.448347+00,f
4828,1339,hello ;-p,16653,2015-08-20 17:39:11.905923+00,f
4829,1412,girl,16939,2015-08-20 17:40:55.285466+00,f
4830,1438,hallo;-p,16653,2015-08-20 17:43:38.602677+00,f
4831,1431,Hello,16918,2015-08-20 18:00:44.181749+00,f
4832,1402,yes i have before but i dont plan on doing any this year,17052,2015-08-20 18:41:39.683974+00,f
4833,1439,Do you play any sports?,17052,2015-08-20 18:42:11.632991+00,f
4834,1431,Where you from,16500,2015-08-20 19:01:34.252199+00,f
4835,1339,😄do you not have emojis,16508,2015-08-20 19:04:56.292484+00,f
4836,1323,"Hi Jonah, please call me Regi, that's my nickname. Wow! You caught a snake!  Was it a venomous (Am I right? Americans called: venomous?) snake, or not? It was so dangerous, but I know, you like danger.
If you would like to learn in Hungarian, I write some word for you, and if you listen the google translate, you can speak well.
1. Kígyó = Snake
2. Veszély = Danger
3. Fiú = Boy

And Jonah, where do you live? In a town, or a city, or a farm? And what kind of fantasy books did you read? I red a lot, like The lords of the rings, the Hobbit, Harry Potter, Narnia. You said, that you like animals too. What kind of animals? Have you got a pet? I've got a grey, persian cat, called Tiziano. (like the Italian painter)
Best regards, Regi",15727,2015-08-20 19:06:10.869317+00,f
4837,1440,"hello, my name is Vy. I'm from U.S.A",17101,2015-08-20 19:14:41.98559+00,f
4838,1409,"We are in a rural school in Indiana, so our students will probably have a lot in common!",16023,2015-08-20 19:39:52.731427+00,f
4839,1379,"hello!!
its pronounced the way u would say CD........like with an H",16602,2015-08-21 08:47:57.260322+00,f
4840,1379,and ya i play football,16602,2015-08-21 08:48:16.649635+00,f
4841,1349,"I am from Delhi, India.And you?",16613,2015-08-21 08:48:24.840753+00,f
4842,1300,"hi !
I am from Delhi,India .
Bye the way where are you from ?",16616,2015-08-21 08:49:08.736127+00,f
4843,1350,no i dont play any sport in particular but i am an athlete,16611,2015-08-21 08:49:32.737909+00,f
4844,1350,do you play any sport ?,16611,2015-08-21 08:49:47.399644+00,f
4845,1287,"hey. Nice to meet you as well. 
India",16609,2015-08-21 08:54:02.520849+00,f
4846,1443,"hey.!!
so you from which country?",16619,2015-08-21 08:55:00.56609+00,f
4847,1411,"hey!!
which country are u from?",16619,2015-08-21 08:55:36.636859+00,f
4848,1444,hey Jonathan!!!!,16611,2015-08-21 08:56:05.567859+00,f
4849,1444,what part of america are you from??,16611,2015-08-21 08:56:31.729071+00,f
4850,1444,do you play any sport ?,16611,2015-08-21 08:56:44.794586+00,f
4851,1379,by the way... where exactly are you from?,16602,2015-08-21 09:09:16.220228+00,f
4852,1359,"hello !
where exactly are you from ?",16630,2015-08-21 09:10:16.022769+00,f
4855,1446,"hello!!
where exactly are you from?",16602,2015-08-21 09:12:29.731582+00,f
4862,1336,hi ..,16618,2015-08-21 09:15:13.769157+00,f
4791,1417,"heller, this is linda gavia",16937,2015-08-20 15:34:05.316+00,t
4870,1423,"hey i  am good here ..!! you say how is life there ?? 
where are you from ?",16605,2015-08-21 09:24:48.770576+00,f
4871,1308,hi! I live in India and I play soccer. By the way I'm  a girl.,16615,2015-08-21 09:24:54.346581+00,f
4872,1330,"hey 
how  are you ??
this sounds fun",16605,2015-08-21 09:25:11.198118+00,f
4873,1448,hey.,16606,2015-08-21 09:25:35.531754+00,f
4874,1310,hi .... Im from India #girl im 15 what about you ..?,16620,2015-08-21 09:25:40.949287+00,f
4875,1381,hey....,16610,2015-08-21 09:26:40.567281+00,f
4876,1372,hi whats ur name and where r u from.....,16620,2015-08-21 09:26:43.455205+00,f
4877,1315,girl..,16610,2015-08-21 09:26:56.241621+00,f
4878,1312,I play soccer and i am 15.,16629,2015-08-21 09:27:51.915736+00,f
4879,1449,"where DONT  we have fresh water,dude???!!!",16612,2015-08-21 09:29:50.003417+00,f
4880,1377,hey,16631,2015-08-21 09:30:32.0504+00,f
4881,1450,hey! What is your favorite hobby?,16613,2015-08-21 09:34:12.341299+00,f
4882,1312,what about you?,16629,2015-08-21 09:35:51.193361+00,f
4883,1315,don't u get it from my name!!!!!!!!!!,16610,2015-08-21 09:37:06.932417+00,f
4884,1315,what abt u??,16610,2015-08-21 09:37:15.215717+00,f
4885,1346,hello,16614,2015-08-21 09:39:39.087998+00,f
4886,1398,hello,16614,2015-08-21 09:39:49.83231+00,f
4887,1309,hey,16631,2015-08-21 09:39:54.876233+00,f
4888,1451,HEY..,16632,2015-08-21 09:40:20.010724+00,f
4889,1398,where do u live ??,16614,2015-08-21 09:41:05.404165+00,f
