id,name,code,teacher_id,description,course_id,skill,country,state,target_start_date,points
3273,party,QpS7fI,41728,"",11,Beginner,United States,NC,2015-11-16,0
3274,LHS CNA,xHjsHM,41784,"",14,Intermediate,United States,TX,2015-11-16,0
3295,Curriculum Assistance,cb1F83,41979,"",11,Beginner,United States,NC,2015-11-16,0
3276,Geography,FNLQUG,41816,"",11,Beginner,United States,IN,2016-01-04,0
3277,Room 9,m8xe1S,41820,"",14,Intermediate,United States,CA,2016-01-11,0
3269,"American History, 1st block",LnlMKn,7215,"",14,Intermediate,United States,NC,2015-11-16,0
3279,Elementary Grades 1- 5,JE4Dkm,41840,"",11,Beginner,United States,NY,2015-11-16,0
3280,Dell Computer Class,v9KcUI,41908,"",1,Beginner,India,TN,2015-11-15,0
3281,Dell Computer Class,rVTG4o,41908,"",1,Beginner,India,TN,2015-11-15,0
3282,Dell Computer Class,4wy7t4,41908,"",1,Beginner,India,TN,2015-11-15,0
3283,Dell Computer Class,9fdGDi,41908,"",1,Beginner,India,TN,2015-11-15,0
3284,Huberman school,RkvHw7,41909,"",11,Beginner,Israel,"",2015-12-20,0
3285,Dell Computer Class,pw5jWb,41908,"",1,Beginner,India,TN,2015-11-15,0
3286,Dell Computer Class,LJyY0h,41908,"",11,Beginner,India,TN,2015-11-15,0
3287,Dell Computer Class,YnpfgU,41908,"",11,Beginner,India,TN,2015-11-15,0
3288,Dell Computer Class,9q0k9A,41908,"",14,Beginner,India,TN,2015-11-15,0
3289,Dell Computer Class,roSGbA,41908,"",14,Beginner,India,TN,2015-11-15,0
3290,Class 114,npz6gw,41941,"",11,Beginner,United States,NM,2015-11-16,0
3268,JMP6,3tu9bR,41630,"",14,Beginner,Spain,Cantabria,2015-11-15,0
3292,Colegate,q2l0I1,41953,"",11,Intermediate,United Kingdom,England,2015-11-30,0
3293,Thurman White Spanish,75k9lW,41961,"",11,Beginner,United States,NV,2015-11-16,0
3278,SS Fair Scholars,gg93Rr,41834,"",11,Intermediate,United States,GA,2015-11-16,0
3296,English 101,Szj7Qm,42024,"",14,Beginner,Japan,Okinawa Prefecture,2015-11-15,0
3297,Beginners,sGaN5i,42049,"",11,Beginner,Ukraine,Kharkiv Oblast,2015-11-15,0
3299,4A French,lF9iDG,42069,"",11,Beginner,Canada,ON,2015-11-23,0
3301,NL Studies 2205,JfyXoA,42112,"",11,Beginner,Canada,NL,2015-11-23,0
3302,Poudre Options,fsUTnO,42121,"",11,Beginner,United States,CO,2015-11-16,0
3303,Biology,IJ5679,42123,"",1,Advanced,United States,VA,2015-11-16,0
3304,Biology,RAsBbd,42123,"",1,Advanced,United States,VA,2015-11-16,0
3306,West Elementary School 4-6th grade,M9cyjH,42139,"",1,Beginner,United States,IL,2015-11-30,0
3307,4/3,SgJKBx,40276,"",11,Advanced,Thailand,จ.เพชรบูรณ์,2015-11-22,0
3291,APCoop,ww24ye,41946,"",11,Intermediate,Spain,Community of Madrid,2015-11-15,0
3347,8th,1pBDbt,37227,"",14,Beginner,India,DL,2015-11-23,0
3313,1/3 Real,Q1RW8X,40276,"",11,Intermediate,Thailand,จ.เพชรบูรณ์,2015-11-22,0
3311,1/3,pwB208,40276,"",11,Advanced,Thailand,จ.เพชรบูรณ์,2015-11-22,0
3312,5/7,bIdQwB,40276,"",11,Advanced,Thailand,จ.เพชรบูรณ์,2015-11-22,0
3320,sp,F5OAgy,42230,"",11,Beginner,Poland,Swietokrzyskie,2015-11-22,0
3314,Ortiz Eagles 7th Grade Pre-Ap,3s1gdF,42147,"",14,Advanced,United States,TX,2015-11-23,0
3315,Deerfield AP Spanish,2WHYJ5,89,"",1,Advanced,United States,IL,2015-11-30,0
3316,7. klasse,jswAPX,42176,"",11,Beginner,Denmark,Central Denmark Region,2015-11-22,0
3323,Holy Cross,ZaPIUE,42309,"",1,Beginner,United States,TN,2015-11-23,0
3318,8A,lxGDXI,35088,"",14,Beginner,Denmark,North Denmark Region,2015-11-22,0
3321,WA AP GOV,nLJ5lL,42272,"",1,Intermediate,United States,NC,2015-11-23,0
3317,Bala J class,u32f8d,42202,"",1,Intermediate,India,MH,2015-11-22,0
3322,Language class,VTL3uh,42296,"",14,Advanced,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,2015-11-22,0
3356,Language Arts,i5hh1j,42675,"",14,Beginner,United States,OH,2015-11-30,0
3324,6-Conry,4eO5Dw,18559,"",11,Intermediate,United States,NJ,2016-01-11,0
3325,Dream-team Davison,UCtIio,33752,"",1,Beginner,United States,TX,2015-11-30,0
3308,4/2,fR3bve,40276,"",11,Advanced,Thailand,จ.เพชรบูรณ์,2015-11-22,0
3327,english class,ge2aJH,42383,"",14,Advanced,Kenya,Nairobi,2015-11-22,0
3328,English online,saFVEY,42383,"",11,Advanced,Kenya,Nairobi,2016-02-28,0
3329,Baileysville,A8SGe9,42387,"",14,Intermediate,United States,WV,2015-11-30,0
3330,6th Grade ELA,0UlmC3,41529,"",14,Intermediate,United States,TX,2015-11-23,0
3331,Ms. Meo's class,DEqCcA,42437,"",11,Beginner,None,"",2015-11-30,0
3332,"Spanish (I have Spanish level 1: 22 students, and also I have a class of Spanish Speakers consisting of 15 students).",ZY1nwG,42438,"",11,Beginner,United States,CA,2015-12-07,0
3333,PenPal School,iUARIM,42443,"",11,Beginner,United States,OK,2015-11-30,0
3334,Hornetsnest,d5XvrI,42445,"",1,Beginner,United States,TN,2016-02-08,0
3319,düzce-december,7lN7kk,20671,"",11,Beginner,Turkey,"",2015-11-29,0
3336,Collins 7th Grade,4d4mqf,42459,"",11,Beginner,United States,MI,2015-11-23,0
3337,Ault Second Grade,u2VMxc,42466,"",11,Beginner,United States,MI,2015-11-23,0
3338,Spanish 1 3rd Hour,yAdmBv,42465,"",1,Beginner,United States,UT,2015-11-23,0
3339,Global Storytelling,FYU6cb,42468,"",11,Beginner,Canada,ON,2015-11-23,0
3340,Span11B,ekHN9g,42473,"",11,Beginner,Canada,BC,2016-02-01,0
3341,Surfers,cPD3Xl,42453,"",11,Beginner,United States,UT,2015-11-30,0
3342,Spanish 11b,JywM60,42473,"",1,Beginner,Canada,BC,2016-02-08,0
3343,Ms.Goodson & Ms.Reyes Class,hWfa3O,42474,"",11,Beginner,United States,DC,2015-11-23,0
3344,Garcia 5th dual language,uU6ByS,42512,"",11,Intermediate,United States,TX,2015-11-30,0
3345,Let's learn English!,IeOcla,42539,"",11,Beginner,South Korea,"",2015-11-29,0
3346,class 8th,g8aoW4,42542,"",14,Beginner,India,HR,2015-11-23,0
3349,7.a,5zdx6N,42543,"",11,Intermediate,Denmark,Central Denmark Region,2015-11-29,0
3348,7th grade,22D7dG,42543,"",11,Intermediate,Denmark,Central Denmark Region,2015-11-22,0
3310,3/8,NmPYfw,40276,"",11,Advanced,Thailand,จ.เพชรบูรณ์,2015-11-22,0
3350,7.b,ysmOu7,42543,"",11,Intermediate,Denmark,Central Denmark Region,2015-11-29,0
3351,7.c,8chnBN,42543,"",11,Intermediate,Denmark,Central Denmark Region,2015-11-29,0
3352,4ESO A,MgJ9zo,42589,"",11,Intermediate,Spain,CM,2015-11-29,0
3353,Our Lady of Lourdes,ROBSZb,42595,"",14,Intermediate,United States,MO,2015-11-30,0
3357,Library 2016,2w5Vap,42692,"",11,Beginner,United States,IN,2016-01-11,0
3358,Kayseri doğa,HVXsgO,42732,"",11,Beginner,Turkey,Kayseri Province,2015-12-06,0
3359,Español III,43209A,13477,"",11,Beginner,United States,PA,2015-12-07,0
3360,3rd Grade,FAyKBF,42758,"",11,Beginner,United States,WI,2015-12-07,0
3361,Mrs. Beer's Class,euVyot,42766,"",1,Beginner,United States,IL,2016-01-11,0
3335,Ross Drive 7E1,x0T4Oi,42372,"",1,Beginner,Canada,ON,2015-11-23,0
3363,6th Grade,CBMUN1,42784,"",11,Beginner,United States,KY,2015-11-23,0
3364,Eacher,5Ez05S,14833,"",1,Intermediate,United States,TX,2015-11-23,0
3365,Team,5zGm6f,14833,"",11,Advanced,United States,TX,2015-11-23,0
3362,Miss Odgers Class,V84inm,33012,"",11,Beginner,United States,NJ,2015-11-23,0
3366,English lab,E80rJb,42799,"",11,Beginner,United States,IA,2015-11-23,0
3367,GRADE 6 FLAMA,mrkpg5,42844,"",11,Beginner,Spain,CT,2015-11-29,0
3397,5/7 for Real,aZe6gz,40276,"",11,Advanced,Thailand,Mukdahan,2015-11-22,0
3369,5,Tkv4nW,42874,"",14,Beginner,Turkey,Samsun,2015-11-22,0
3370,7,qPo9Qx,42874,"",14,Beginner,Turkey,Samsun,2015-11-22,0
3372,ELA 3/4,dh0wni,42882,"",14,Intermediate,United States,TX,2015-11-23,0
3373,Ara's English Club,9DkNKS,42883,"",11,Beginner,France,PACA,2015-11-22,0
3374,Miss Crackel's 2nd Grade,HOP6b5,42911,"",11,Beginner,United States,OH,2015-11-30,0
3376,Grade 4,sfKDr2,42930,"",11,Intermediate,Canada,AB,2016-01-11,0
3377,English I,XQRHgM,42935,"",12,Beginner,United States,LA,2016-01-04,0
3378,Seraphim Academy,3HmPfu,42952,"",11,Beginner,Canada,ON,2016-01-04,0
3379,"3rd, 4th and 5th Grades",hZq288,42975,"",1,Beginner,United States,KY,2015-11-30,0
3384,ABC,5IDCav,43098,"",11,Beginner,India,DL,2015-11-22,0
3381,Scollon's Scorpions,UH3FZK,42995,"",11,Beginner,United States,FL,2015-11-23,0
3382,5C,Tl4bUg,43031,"",11,Beginner,United Kingdom,England,2015-11-23,0
3383,8th grade,baesiU,43088,"",11,Intermediate,Finland,"",2015-11-29,0
3483,Current Events Q2,MvyjlZ,43972,"",1,Intermediate,United States,MI,2016-01-04,0
3666,Enrichment,cAPpl1,45724,"",11,Intermediate,United States,WI,2015-12-07,0
3795,Henry's Wranglers,QsqEiI,46319,"",11,Intermediate,United States,CA,2015-12-07,0
3918,6th Grade Mr. Torres 1st Block AKA The 1st Ones,XtPGAm,46857,"",11,Beginner,United States,AZ,2015-12-21,0
261,6th Grade Lucas,ajQiU6,92,"Students need to be critical viewers, consumers, and especially producers of media. The ability to
 access, analyze, evaluate, and produce communication in a variety of forms is an important part of community development. STEM Academy students enrolled in this course will learn the laws and ethical considerations that affect media production; learn the process for media production; critique and analyze the significance of visual representations; and learn to produce through several formative projects, followed by a culminating final demonstrating the skills they have learned.",1,Intermediate,United States,GA ,2015-01-12,50
4033,Mr. Haq,Omc5vY,49481,"",14,Beginner,United Kingdom,England,2015-12-28,0
4096,Happy pen friends,j8mVMz,50430,"",1,Intermediate,Turkey,Ankara,2016-01-10,0
4310,11,ovgcjp,50525,"",11,Beginner,Poland,Pomeranian Voivodeship,2016-01-31,0
4421,2015-2016 Miss Mooney re-do,yvlodo,55349,"",14,Intermediate,United States,WA,2016-02-01,0
4694,Primary English Class 6th Grade,bfmcbr,60798,"",11,Beginner,Spain,CM,2016-02-07,0
3432,6th,sNLuga,43504,"",11,Beginner,India,TN,2015-11-22,0
4978,3B good please!,licynn,65148,"",11,Beginner,Hong Kong,New Territories,2016-02-28,0
3949,Mr. Burnham's Class,ve3vUW,33366,"",11,Intermediate,Dominican Republic,Santo Domingo,2016-01-11,0
4918,Mrs. Guerra,ulyzvh,64364,"",11,Beginner,Belize,Cayo,2016-02-22,0
4920,confidence,arqlmt,64396,"",15,Beginner,Ghana,Ashanti,2016-02-22,0
4927,social,ojrinw,64447,"",11,Beginner,Jordan,Amman,2016-02-28,0
4922,Ms. Stollberg´s Spanish Classes,hzlogm,6482,"",11,Beginner,United States,WI,2016-03-07,0
4923,Gumnuts,kgzccp,64439,"",15,Beginner,Australia,NSW,2016-02-21,0
4924,We love France!,sradsm,64441,"",11,Beginner,Australia,NSW,2016-02-28,0
4963,Intro - 1st Period,yraeoa,3423,"",11,Beginner,United States,TX,2016-02-29,0
4925,computer,arhnhu,64447,"",11,Beginner,Jordan,Amman,2016-02-28,0
4944,Possumus 3,jnczyr,64773,"",11,Beginner,Spain,GA,2016-02-28,0
4929,Geography6Z,ccqywp,64470,"",11,Intermediate,Jordan,Amman,2016-02-21,0
4934,5B,fgwgvb,27282,"",12,Beginner,United States,MD,2016-02-29,0
4933,Cellucci Global Studies,tkvjud,64532,"",15,Intermediate,United States,NJ,2016-02-29,0
4936,GEOGRAPHY7S,fsirjl,64469,"",11,Beginner,Jordan,Amman,2016-02-28,0
4945,friendly class,migzce,64780,"",11,Beginner,Brazil,SC,2016-02-29,0
4956,Blue Hens,jfkcay,64532,"",11,Beginner,United States,NJ,2016-02-29,0
4937,6 Arrazi,xjupsk,64576,"",11,Beginner,Malaysia,Johor,2016-03-13,0
4938,6 Arrazi,suqxcs,64576,"",11,Beginner,Malaysia,Johor,2016-03-13,0
4975,6th Period Geography,irzxro,40885,"",11,Intermediate,United States,FL,2016-02-29,0
4930,Geography7M,bwpwuw,64490,"",11,Intermediate,Jordan,Amman,2016-02-21,0
4969,English IV: College Prep,ntkgge,18501,"",11,Advanced,United States,FL,2016-02-29,0
4917,English I,cwktmn,62023,"",11,Intermediate,United States,TX,2016-02-22,0
4921,Montilla's 5th Grade Class,mewrtq,64403,"",11,Beginner,United States,NC,2016-02-22,0
4940,Weglowski Homeroom,oenxry,64664,"",11,Beginner,United States,TX,2016-02-29,0
4941,Dorris Homeroom,gpclqp,64664,"",11,Beginner,United States,TX,2016-02-29,0
4942,The Bayless Bunch,vobwor,64367,"",11,Beginner,United States,IL,2016-02-29,0
4943,Seventh Grade,xjxdrd,64749,"",15,Beginner,Colombia,Bogota,2016-02-29,0
4946,The Kids Jr 3,inkipz,64783,"",11,Beginner,Brazil,MA,2016-02-29,0
4947,Test,nofais,64787,"",11,Beginner,Canada,AB,2016-02-29,0
4948,Geography9M,oqxpmy,64470,"",1,Advanced,Jordan,Amman,2016-02-28,0
4949,MUN9M,hfakky,64470,"",1,Intermediate,Jordan,Amman,2016-02-28,0
4950,ESO 4 - A,qzgjwv,64808,"",11,Beginner,Spain,AL,2016-02-28,0
4951,7H,ehwhni,17552,"",11,Beginner,United States,FL,2016-03-14,0
4952,306-8 MSA,fsband,64818,"",15,Beginner,United States,IL,2016-02-29,0
4973,stillwell,quzxsi,28618,"",15,Beginner,United States,TX,2016-02-29,0
4954,10Certi,hhtxla,64821,"",15,Intermediate,Russia,Perm Krai,2016-02-28,0
4955,8f,ledeaa,64821,"",11,Beginner,Russia,Perm Krai,2016-02-28,0
4957,Knights,ytpeys,64532,"",15,Beginner,United States,NJ,2016-02-29,0
4959,Hawks,awqupc,64532,"",15,Intermediate,United States,NJ,2016-02-29,0
4960,Mrs. Sonnie's 4th Grade,bvdkxi,64828,"",15,Beginner,United States,NJ,2016-02-29,0
4961,Mrs. Sonnie's 4th Grade,rwaxpq,64828,"",11,Beginner,United States,NJ,2016-02-29,0
4926,IT,rubbdy,64447,"",15,Advanced,Jordan,Amman,2016-02-28,0
4958,Wolfpack,eztzdv,64532,"",15,Beginner,United States,NJ,2016-02-29,0
4965,Spanish 4 H,sgdfue,64869,"",11,Intermediate,United States,FL,2016-02-29,0
4967,5A Technology Applications,turgbb,63771,"",12,Beginner,United States,TX,2016-02-29,0
4968,7th Grade,qsiksk,25055,"",11,Beginner,Israel,Center District,2016-02-28,0
4966,werowero,jifuum,64867,"",11,Intermediate,Colombia,Cundinamarca,2016-02-29,0
4970,Comparative Linguistics,tqnjzc,62773,"",11,Advanced,Mexico,Gto.,2016-02-29,0
4971,French Club 2016,ffgmud,64973,"",11,Beginner,United States,FL,2016-02-29,0
4972,Ms. Washburn's 2nd Grade class,cpufzp,65044,"",11,Beginner,United States,UT,2016-02-29,0
4964,1STA,guenax,64866,"",11,Advanced,Norway,Akershus,2016-02-28,0
4976,7th Period Geography,zepkng,40885,"",11,Intermediate,United States,FL,2016-02-29,0
4928,GEOGRAPHY6N,xotvxc,64456,"",11,Intermediate,Jordan,Amman,2016-02-21,0
4919,Grade 4/5S,ydqiqw,64379,"",11,Beginner,Australia,VIC,2016-04-10,0
4974,Rana,pzycpl,32564,"",11,Intermediate,United States,NC,2016-02-29,0
4935,English IV,wwwqpq,62857,"",12,Advanced,United States,TX,2016-02-22,0
4953,9. english,dmkqgd,16364,"",15,Intermediate,Denmark,Region Syddanmark,2016-02-28,0
4939,WORLD GEOGRAPHY TITO´S,uibvys,64585,"",11,Intermediate,Bolivia,Cochabamba Department,2016-02-29,0
4932,Maja's Students,abbnmo,64527,"",11,Beginner,Poland,Lesser Poland Voivodeship,2016-02-28,0
4931,Class 4 Belgium,qukrvm,64525,"",11,Beginner,Belgium,Flanders,2016-02-28,0
4977,BDHS HIP,apqzee,65136,"",1,Intermediate,United States,WI,2016-02-29,0
4916,Language Arts 7th-8th Grade,ylgjxb,64350,"",15,Beginner,United States,WI,2016-02-22,0
4980,Ms. Kaiser's 5th Grade,pkisno,65175,"",11,Beginner,United States,NJ,2016-02-29,0
4981,Samuel,jfdpvp,65190,"",11,Advanced,Sweden,Halland County,2016-03-06,0
5021,Visionary English Panel,izttpq,65966,"",1,Beginner,Malaysia,Sabah,2016-02-28,0
4983,MUN9B,qeefyg,64470,"",1,Intermediate,Jordan,Amman,2016-02-28,0
4984,Year 4,ubuacq,65264,"",11,Beginner,United Kingdom,England,2016-02-29,0
4982,GEOGRAPHY7H,xwhpve,64469,"",11,Beginner,Jordan,Amman,2016-02-28,0
4987,5C Technology Applications,kzywzy,63771,"",12,Beginner,United States,TX,2016-02-29,0
4989,Mr. Wabbes Global Studies,jioubs,63085,"",12,Beginner,United States,MN,2016-02-29,0
4990,Mr wabbe,qkbhgg,63085,"",12,Beginner,United States,MN,2016-02-29,0
4991,Mr wabbe,ijowzc,63085,"",11,Beginner,United States,MN,2016-02-29,0
4993,butterflies,zckesn,65493,"",11,Beginner,Turkey,Bursa,2016-02-28,0
4994,Yellow 4th Grade,hwlxhw,65530,"",14,Beginner,United States,TX,2016-02-29,0
4995,Blue 5,mumyat,65529,"",1,Beginner,United States,TX,2016-02-29,0
5031,Stasch-2/3 Grade,etqmco,66065,"",11,Beginner,United States,MD,2016-02-29,0
4998,GEOGRAPHY6R,qetxuk,64470,"",11,Intermediate,Jordan,Amman,2016-02-28,0
4999,SehirTest,vqiggr,65512,"",11,Advanced,Turkey,İstanbul,2016-02-28,0
5000,St Jörgen,neutep,65607,"",11,Beginner,Sweden,Skåne County,2016-02-28,0
5003,Frank,nhozyi,65625,"",15,Intermediate,United States,DC,2016-02-28,0
5005,GEOGRAPHY7R,qxydww,64469,"",11,Beginner,Jordan,Amman,2016-02-28,0
5007,8C,coptef,65699,"",11,Intermediate,Sweden,Västra Götaland County,2016-02-28,0
5008,1st Social,ycdyix,65702,"",11,Beginner,Spain,PM,2016-02-28,0
5009,8A,xgclbc,65725,"",14,Intermediate,Sweden,Varmland County,2016-04-03,0
5011,Aguado 2015 -2016,cmabco,65786,"",11,Beginner,United States,NC,2016-02-29,0
5034,6th Grade Science and Social Studies,vvdxan,66112,"",11,Intermediate,United States,PA,2016-02-29,0
5014,Celsius,kapkzq,65861,"",1,Intermediate,Sweden,Uppsala County,2016-02-28,0
5016,a,zloxos,65866,"",11,Beginner,United States,WI,2016-02-29,0
5017,AP Global Issues,oeutaa,65903,"",15,Advanced,United States,TX,2016-02-29,0
5018,World Geography 6th period,pyewmm,65904,"",15,Beginner,United States,NE,2016-02-29,0
5020,6a,wyfurm,65953,"",11,Beginner,Sweden,Södermanland County,2016-04-24,0
4997,Csenior,repvip,65568,"",11,Beginner,Greece,Peloponnisos Dytiki Ellada ke Ionio,2016-02-28,0
5022,Advisory Barth,uiqnqn,65973,"",11,Beginner,United States,NY,2016-02-29,0
5032,Eds 7E,ncgwyn,66058,"",11,Intermediate,Sweden,Stockholm County,2016-03-06,0
5025,Introduction to computer,tzyfce,65994,"",11,Intermediate,United States,PA,2016-02-29,0
5026,4/5/6,hlyofk,65995,"",11,Beginner,Australia,NSW,2016-03-06,0
5027,Room 112,ekhcjz,65998,"",11,Beginner,United States,IL,2016-02-29,0
4986,5D Technology Applications,bgsedd,63771,"",12,Beginner,United States,TX,2016-02-29,0
5029,4Vb,gmgyhs,66012,"",11,Advanced,Netherlands,ZH,2016-02-28,0
4996,Room 2,tvosui,65548,"",11,Beginner,New Zealand,Manawatu-Wanganui,2016-02-28,0
5023,Testing English Penpals,abwbhk,65966,"",15,Beginner,Malaysia,Sabah,2016-02-28,0
5036,"CHSS, Bunder garden",jyvwos,63188,"",1,Beginner,India,TN,2016-02-28,0
5035,UNO,axiour,66118,"",14,Beginner,Italy,Lombardy,2016-02-28,0
5037,Transitions,fzgwyi,66158,"",1,Beginner,United States,MN,2016-02-29,0
5038,3rd Grade Cheetahs,qiwpdk,66163,"",14,Beginner,United States,TX,2016-02-29,0
5042,Shine2020,yyxqrh,66266,"",11,Beginner,New Zealand,Auckland,2016-02-28,0
5015,Eighth Grade ELA - 5th Block,ujuudd,65433,"",12,Intermediate,United States,WV,2016-02-29,0
4988,STEM 4th Grade,hbvgin,65361,"",11,Beginner,United States,IL,2016-02-29,0
5010,Eighth Grade ELA - 3rd Block,fsbdfj,65433,"",12,Intermediate,United States,WV,2016-02-29,0
5013,Ms. Graley's 4th period,xxbsbp,64332,"",12,Intermediate,United States,WV,2016-02-29,0
4985,Technology Applications 5B ,pyajiy,63771,"",12,Beginner,United States,TX,2016-02-29,0
4992,STEM 4th Graders Room 308,uehwhy,65401,"",15,Intermediate,United States,IL,2016-02-29,0
5004,MUN 9L,tvxhmu,64470,"",1,Intermediate,Jordan,Amman,2016-02-28,0
5033,Eds 8E,pjonfm,66058,"",1,Intermediate,Sweden,Stockholm County,2016-03-06,0
5039,Meridian Cosmo City Grade 6,ethhqj,66063,"",14,Beginner,South Africa,GP,2016-04-18,0
5041,General Intermediate Phase Students Grade 4-6,nxpkyt,66063,"",11,Beginner,South Africa,GP,2016-02-28,0
5024,Producción de textos,jmbcwx,65986,"",11,Beginner,Colombia,Bogota,2016-02-29,0
5012,Seventh Grade ELA - 4th Block,pdqzer,65433,"",12,Intermediate,United States,WV,2016-02-29,0
4979,Owls,hebnml,65150,"",11,Beginner,United States,OH,2016-02-29,0
5040,Meridian Cosmo City Grade 5,toalnh,66063,"",14,Beginner,South Africa,GP,2016-04-18,0
5044,Geography,qwqexz,66290,"",11,Intermediate,Canada,ON,2016-02-29,0
5052,Miss D's Humanities,acdmic,66402,"",11,Beginner,Australia,WA,2016-03-06,0
5045,Prep E,yjwmkp,66327,"",15,Intermediate,Turkey,İstanbul,2016-02-28,0
5046,Essai 1,qwejoj,66326,"",11,Intermediate,Turkey,İstanbul,2016-02-28,0
5047,the best ones,plonnp,66325,"",1,Intermediate,Turkey,İstanbul,2016-02-28,0
5048,emsalteacher,fyermb,65512,"",11,Intermediate,Turkey,İstanbul,2016-02-28,0
5049,11D,xhszwx,66328,"",11,Advanced,Turkey,İstanbul,2016-02-28,0
5050,Grade3 Spanish,wivkay,66391,"",11,Beginner,Canada,AB,2016-02-29,0
5051,World Studies 3,cakshz,66385,"",11,Intermediate,United States,IL,2016-02-29,0
5077,1 LVA,czwwvv,61511,"",11,Advanced,Peru,Lima,2016-03-07,0
5054,Forms1,xikapt,66405,"",14,Beginner,Cameroon,Central,2016-02-28,0
5072,InkLegends,tcrsgd,66561,"",1,Beginner,United States,NY,2016-03-07,0
5056,Eslöv MM tyska,ljwann,66421,"",15,Beginner,Sweden,Skåne County,2016-03-06,0
5057,5A,crbbou,66435,"",14,Beginner,Sweden,Skåne County,2016-03-06,0
5058,9E,flehgs,66450,"",1,Intermediate,Sweden,Västernorrland County,2016-03-06,0
5059,quhznp,yobdnj,66454,"",15,Beginner,Germany,Thuringia,2016-03-06,0
5060,quhznp,lnxddg,66454,"",15,Beginner,Germany,Thuringia,2016-03-06,0
5061,Advanced Creative Writing,nkdxhs,66464,"",11,Intermediate,United States,CT,2016-03-07,0
5062,Advanced Creative Writing,yydyxj,66464,"",11,Advanced,United States,CT,2016-03-07,0
5063,4bwinners,bczbbn,66465,"",11,Beginner,Cyprus,Larnaca,2016-03-06,0
5064,98usvk,yianvu,66470,"",11,Beginner,South Africa,GP,2016-03-06,0
5066,Groep 7A,klsmxu,66475,"",11,Beginner,Netherlands,ZH,2016-03-06,0
5067,Eighth Grade ELA - Third Block,gdcijy,65433,"",11,Intermediate,United States,WV,2016-03-07,0
5068,Seventh Grade ELA - Fourth Block,uafwlj,65433,"",11,Intermediate,United States,WV,2016-03-07,0
5069,Eighth Grade ELA - Fifth Block,yrdnfp,65433,"",11,Intermediate,United States,WV,2016-03-07,0
5070,Wanneroo SC Year 8 AFL,fkunpo,66546,"",11,Beginner,Australia,WA,2016-03-06,0
5071,7B amagerskolen,apafva,66556,"",11,Beginner,Denmark,Central Denmark Region,2016-03-06,0
5091,Arena's All-Stars,glvnhm,66717,"",11,Beginner,United States,PA,2016-03-07,0
5074,Español II - 3rd period,fimthj,66563,"",11,Beginner,United States,NC,2016-03-07,0
5075,Español II - 4th period,zpbsnx,66563,"",11,Beginner,United States,NC,2016-03-07,0
5076,8B PS,zikqhd,66660,"",11,Intermediate,Sweden,Skåne County,2016-03-06,0
5098,Geography 6A,izoark,64470,"",11,Beginner,Jordan,Amman,2016-03-06,0
5079,Knowledge,nbsbhk,66683,"",15,Beginner,United States,SC,2016-03-07,0
5080,5B,bqwhji,66686,"",11,Beginner,Sweden,Stockholm County,2016-03-13,0
5081,Spanish in the Glocal Community,zftafe,66704,"",12,Intermediate,United States,CA,2016-04-04,0
5083,Novice Spanish 1,zjnlbu,66712,"",11,Beginner,United States,IL,2016-03-07,0
5084,Novice Spanish 2AB,oyuulp,66712,"",11,Beginner,United States,IL,2016-03-07,0
5085,Novice Spanish 4AB,omxpfb,66712,"",11,Beginner,United States,IL,2016-03-07,0
5086,Novice Spanish _1,gqvkrx,66712,"",11,Advanced,United States,IL,2016-03-07,0
5087,Novice Spanish_2AB,vzrbcx,66712,"",11,Advanced,United States,IL,2016-03-07,0
5088,Novice Spanish_4AB,mkmkjt,66712,"",11,Advanced,United States,IL,2016-03-07,0
5089,Arena's All-Stars,uhpyoy,66717,"",11,Beginner,United States,PA,2016-03-07,0
5090,Arena's All-Stars,ypmmpw,66717,"",11,Beginner,United States,PA,2016-03-07,0
5055,5th grade,dqbauf,61466,"",11,Beginner,United States,AK,2016-02-29,0
5092,Mr. Geiman Reading Class,mqlsrt,66720,"",11,Beginner,United States,PA,2016-03-07,0
5093,cahill,icyedi,66724,"",11,Beginner,United States,MO,2016-03-07,0
5094,Eastern Middle School Español,uodhjq,66728,"",11,Intermediate,United States,MD,2016-03-07,0
5095,UGMS,tadbqz,66736,"",15,Intermediate,United States,TX,2016-03-07,0
5073,Español II - 2nd period,jftlli,66563,"",11,Beginner,United States,NC,2016-03-07,0
5097,3Balz,bjsqjn,66789,"",1,Advanced,Italy,Veneto,2016-03-06,0
5096,11LPh,opjlnf,66764,"",11,Intermediate,Ukraine,Ternopil's'ka oblast,2016-03-06,0
5100,Boston,lxdikj,66991,"",12,Intermediate,United States,MA,2016-03-07,0
5101,Readers Workshop,denxke,60769,"",15,Intermediate,United States,CO,2016-03-07,0
5102,6th Grade French Ms. Bartlett,ivcjki,66996,"",11,Beginner,United States,CA,2016-03-07,0
4151,7th Grade History,tv77vk,51033,"",11,Intermediate,United States,CA,2016-01-18,0
5105,4A,lusszx,67105,"",11,Beginner,Turkey,Ankara,2016-03-06,0
5106,Sa08A,hcuipi,67094,"",11,Beginner,Sweden,Stockholm County,2016-03-06,0
5082,Primary 6,xgwgbk,40051,"",11,Beginner,United Kingdom,Scotland,2016-04-24,0
5065,Mr. Neilson's Accel class,wcjghb,66227,"",11,Advanced,United States,IN,2016-03-07,0
5103,8b,btrsrp,67000,"",11,Intermediate,Sweden,Stockholm County,2016-03-06,0
